"Which  of  the  following  particulars  should be recorded in Transfer Entry?","nature of the adjustment","Grounds for correction if it is a correction","Both","None","Both"
"Phase I of the e-ticketing system has been launched on ?",30.12.2009,01.04.2009,01.10.2009,01.12.2009,30/12/09
"Reserve Bank of Act is called as ?","RBI Act, 1932","RBI Act, 1933","RBI Act, 1934","RBI Act, 1935","RBI Act, 1934"
"Transactions relating to Debt, Small Saving Provident  Funds,  Reserve  Funds,  Deposits, Miscellaneous  and  Remittances  fall  under
?","Consolidated fund of India","Contingency Fund of India","Public Account of India","All the three","Public Account of India"
"Detailed    rules    by    which    allocation    of expenditure  between Capital  and Revenue in        commercial        departments        and Undertakings  should  be  determined,  shall be  such  as  may  be  made  by  Government after Consultation with the ?","CGDA","FADS","CGA","C&AG","C&AG"
"The  cost  of  stationery  and  forms  supplied to   Military   Farms   is   accounted   for   as
transactions?","cost plus","primary","cost accounting","secondary","cost accounting"
"The  books   of   the  Reserve  Bank  for   the month of March will be closed by the  or on a date as notified by them?","31st March","15th April","30th April","30th June","15th April"
"Transactions    with    Railways,    Posts    are settled through by PCsDA/CsDA?","Cheques","Settlement Account","ID Schedules","None","Settlement Account"
"If the first digit of Major head contains ‘5’, it represents ?","Revenue Receipt","Revenue Expenditure","Capital Receipts","Capital Expenditure","Capital Expenditure"
"Transit pay & allowances both forward and return      journey      of      Govt.      servants transferred to or from Missions and Offices abroad   will   be   borne   by   the   Ministry
?","Parent Ministry","That plans transfer","Both","Differs from case to case","That plans transfer"
"Recoveries  effected  after  the  close  of  the accounts    of    the    year    in    which    the expenditure    was    incurred,    should    be compiled as ?","Revenue","deduction of expenditure","Any one of a/b","Capital","Revenue"
"MRO is prepared in ?","Sextuplicate","Quadruplicate","Triplicate","Duplicate","Triplicate"
"Settlement   of   transactions   between   the State  Government  of  Jammu  and  Kashmir and Centre is done through ?","ID schedules","cash or Demand Drafts","Proforma Account","All the three","cash or Demand Drafts"
"A  Minor  head  is  represented  by   digit Number?",2,4,15,3,3
"The Travelling Allowance of a Government servant  transferred  from  one  department to another is debited to the","Parent Department","decided in each case","department to which he is transferred","None","department to which he is transferred"
"Original  Copies  of  MROs  are  received  in
section?","Audit","Accounts","Internal Audit","O&M","Audit"
"Transactions  of  Defence  Services  arising  in UK, adjustable in India passed through the Inward  London  Account  and  dealt  with  by
?","PCDA New Delhi","PCDA (R&D) New Delhi","PCDA (BR) New Delhi","All the three","PCDA New Delhi"
"Who   among   the   following   is   known   as PCDA Travel?","PCDA New Delhi","PCDA (R&D) New Delhi","PCDA (BR) New Delhi","All the three","PCDA (R&D) New Delhi"
"The main unit of classification in accounts is
Head?","Object/detailed","sub","Minor","Major","Major"
"If  a  Government  servant  works  for  more than    one    Government,    his    Travelling Allowance may be borne by ?","Parent Government","Both Governments 50-
50","distributed between the different Governments as
mutually agreed upon","any one","distributed between the different Governments as
mutually agreed upon"
"Ways  and  Means  Advances  are  repayable in  each  case  not  later  than   from the date of making that advance?","6 months","4 months","3 months","2 months","3 months"
"cheque shall be payable at any time within a period of  from the date of issue?","30 days","45 days","two months","three months","three months"
"‘Statement  of  Central  Transactions’  at  the end of every financial year is prepared only for head-wise details","Major","Sub Major","Minor","Sub","Minor"
"Which of the following are represented by 15 digit number?","Six tier classification","DID schedules","Both","None","Both"
"Refunds of Revenue shall as a General rule, be taken as ?","Expenditure","reduction of Receipts","any one of the two a,b","Unforeseen Expenditure","reduction of Receipts"
"Transactions of the Defence Services taking place in the branches and offices of RBI, SBI and  its  Associates  will  be  taken  directly against?","Defence Proforma Account","Inward settlement Account","Outward settlement Account","Revolving Account","Defence Proforma Account"
"Pick the odd one out?","IAF CDA 13","Non Payment Certificate","Indemnity bond","Schedule III","Schedule III"
"Object   Heads   are   primarily   meant   for
control over expenditure?","Itemized","Over all","audit","None","Itemized"
"Items  of  receipts  and  payments  owing  to lack  of  information  as  to  their  nature  are compiled under heads","Deposits","Services","Advances","Suspense","Suspense"
"Focal Point Branches have been introduced in the Ministry of Defence with effect from
?",01.01.1993,01.04.1993,01.07.1993,01.10.1993,01/10/93
"Which  of  the  following  offices  does  not have the work of DAD Cells?","PCDA (Navy) Mumbai","PCDA New Delhi","CDA Patna","PC of A Kolkata","PC of A Kolkata"
"The Annual Finance Accounts of the Central Govt.    (including    Defence    Services)    are prepared by ?","CGDA","CGA","C&AG","DGADS","CGA"
"All    extra    expenditure    connected    with Survey of India Unit, which would not have been incurred but for field operations, shall be borne by?","Survey of India","Defence Services Estimates","MOD (Civil)","Any of the three","Defence Services Estimates"
" scrolls  are  received  along  with  the Paid cheques from Focal point branches in Accounts Section of PCDA/CDA office?","Error","Debit","Credit","All the three","Debit"
"Transactions  arising  in  the  books  of  CsDA which  are  adjustable  in  the  books  of  AG State         Govt./PAO        Ministries         and Departments  of  Central  Government,  are settled through?","Settlement Accounts","Revolving Accounts","cash","Civil ID Schedules","cash"
"Government  accounts  are  maintained  on
basis?","Calendar year","Financial year","Half yearly","Quarterly","Financial year"
"Expenditure  on  Engineer  Services  required for the Navy is charged as Military Engineer Services Expenditure under the Head?","Army","MES","Navy","None","Navy"
"Ordinarily all amounts due to Government which  are  found  to  be  irrecoverable  shall be   written   off   from   the   Debt   Head   of Accounts   concerned   to   an   expenditure head as ?","Loss","Bad debts","Expenditure","Any of the three","Loss"
"   scrolls   are   received   along   with DMROs    from    Focal    point    branches    in Accounts Section of PCDA/CDA office?","Error","Debit","Credit","All the three","Credit"
"Which    class    of    P.M.    voucher    will    be operated for Railway Bills?",2,4,5,6,6
"Services&#39; rendered by Army to the Air Force   and  the   Navy   and  vice   versa   are treated as              ?","Free","Paid","a or b as decided in each case by Executive","a or b as decided in each case by PCDA","Free"
"All     Embassy     accounts     including     EOI, Washington    are    centrally    received    in
from Pr CCA, MEA?","CGDA office","PCDA New Delhi","PCDA (BR) New Delhi","PCDA (R&D)
New Delhi","PCDA New Delhi"
"Estimates    of    receipts    and    charges    in respect of Ordnance Factories organization are prepared by the ?","Controllers of Factory Accounts","General Managers","PC of A Kolkata","CGDA","General Managers"
"Which   of   the   following   reapproriations does  not  require  sanction  of  Government of India?","Savings due to non-expenditure of provision for a specific measure","An error in estimates","to meet expenditure one any new activity","None","None"
"Which  of  the  following  advances  are  not compiled to Advances Head?","Advance of Pay","Permanent Advances sanctioned for Local purchase of petty stores","Both","None","Advance of Pay"
"Transactions  relating  to  Pension  Payments made by Embassy of India, Kathmandu are settled  through  RBI  CAS,  Nagpur  against
?","CGDA office","PCDA New Delhi","PCDA (BR) New Delhi","PCDA (P)
Allahabad","PCDA (P)
Allahabad"
"Estimates  in  respect  of  Defence  Research and     Development     Establishments     are prepared by ?","PCDA (R&D) New
Delhi","PcDA/CsDA (R&D)","Directors of Labs/Estts.","CGDA","Directors of Labs/Estts."
"No formal re-appropriation is necessary for transferring  funds  under  the  same  control head between ?","Commands","Areas","Sub Areas","All the three","All the three"
"Payments       specially       sanctioned       by Government  subject  to  recovery,  with  or without interest, are treated as ?","Loans","Advances","Deposits","Misc. Payments","Loans"
"DIDS    is    prepared    in       by    the Originating CDA office?","Triplicate","Duplicate","Quadruplicate","Quintuplicate","Quintuplicate"
"Pick the odd one out?","IAF CDA 336","IAF CDA 338 A","IAF CDA 13","None","IAF CDA 13"
"To  enable  the  Government  to  carry  on  its normal  activities  from  1st  April  till  such time  as  the  Appropriation  Bill  is  enacted,
is obtained from Parliament?","Supplementary Grant","Grant in Aid","Additional Grant","Vote on Account","Vote on Account"
